Pennsylvanian,1.1,,1.5,,(0.4),15.0,6.5 3.0,47%,57.8%,0.0,49.2
Gulf Coast Limited,-,,0.0,,(0.0),0.0,0.0 0.0,N/A,0.0%,0.0,0.0
Pere Marquette,0.6,,0.5,,0.1,6.1,2.3 0.9,40%,74.7%,0.0,62.0
Carolinian,1.8,,1.5,,0.3,21.7,12.2 4.3,35%,72.8%,0.0,42.0
Piedmont,0.8,,0.6,,0.2,18.1,5.6 2.1,38%,73.0%,0.0,178.0
Non Nec Special Trains & Adjustments,0.0,,1.0,,(1.0),0.0,0.3 0.0,N/A,N/A,0.0,70.0
State Supported,$60.1,$,62.5,$,(2.4),794.2,348.7 101.0,29%,81.6%,1.1,"5,331.8"
Long Distance:,,,,,,,,,,,
Silver Star,$2.2,$,5.8,$,(3.6),21.1,16.5 8.9,54%,49.4%,0.1,62.0
Cardinal,0.7,,1.8,,(1.2),8.2,4.6 2.6,56%,58.7%,0.0,27.0
Silver Meteor,2.7,,5.5,,(2.8),18.8,17.5 9.8,56%,49.8%,0.1,62.0
Empire Builder,3.5,,9.2,,(5.7),22.6,40.7 16.4,40%,59.0%,0.2,124.0
Capitol Limited,1.6,,3.0,,(1.4),14.3,10.5 6.3,60%,36.3%,0.0,62.0
California Zephyr,4.4,,9.3,,(4.9),23.9,34.1 19.0,56%,42.4%,0.2,62.0
Southwest Chief,3.7,,7.5,,(3.8),19.0,31.5 16.9,54%,39.0%,0.1,62.0
City of New Orleans,1.0,,3.2,,(2.1),11.8,10.4 4.4,42%,81.4%,0.1,62.0
Texas Eagle,1.7,,4.0,,(2.2),20.6,15.7 9.5,60%,49.7%,0.1,62.0
Sunset Limited,0.8,,3.8,,(3.1),5.0,13.7 3.7,27%,31.7%,0.1,27.0
Coast Starlight,3.0,,6.8,,(3.8),24.9,23.2 10.7,46%,49.4%,0.1,62.0
Lake Shore Limited,2.4,,5.1,,(2.7),26.9,21.1 10.9,52%,56.2%,0.1,123.0
Palmetto,1.8,,2.7,,(1.0),21.6,12.4 4.6,38%,73.2%,0.1,62.0
Crescent,2.3,,5.2,,(2.9),19.3,19.4 7.3,37%,70.4%,0.1,60.0
Auto Train,8.1,,7.2,,0.9,19.3,30.6 16.5,54%,18.1%,0.1,60.0
Long Distance Adjustments,0.0,,0.4,,(0.4),N/A,N/A N/A,N/A,N/A,N/A,N/A
Long Distance,$39.9,$,80.7,$,(40.8),277.2,301.8 147.5,49%,51.3%,1.2,979.0
Ancillary,25.4,,25.7,,(0.3),,,,,0.0,1.0
Infrastructure,21.1,,26.0,,(4.8),,,,,0.7,"53,069.0"
Amtrak,$222.2,$,261.5,$,(39.3),"1,845.6",881.8 389.8,44%,77.0%,3.0,"7,883.0"
