Pennsylvanian,5.2,,7.9,,(2.7),64.5,31.5 13.5,42%,66.9%,0.1,238.1
Gulf Coast Limited,-,,0.0,,(0.0),0.0,0.0 0.0,0%,0.0%,0.0,0.0
Pere Marquette,3.0,,4.5,,(1.6),27.6,10.7 4.2,40%,69.4%,0.1,297.0
Carolinian,7.9,,8.1,,(0.2),91.2,53.0 19.4,38%,72.9%,0.1,203.2
Piedmont,3.8,,3.7,,0.1,75.3,26.4 8.9,32%,74.9%,0.2,882.0
Non Nec Special Trains & Adjustments,0.7,,6.8,,(6.1),0.0,2.7 0.0,N/A,N/A,0.0,394.0
State Supported,$278.5,$,341.3,$,(62.8),"3,506.0","1,710.5 455.3",26%,80.4%,5.4,"25,805.1"
Long Distance:,,,,,,,,,,,
Silver Star,$14.8,$,37.7,$,(23.0),131.3,117.6 59.7,48%,41.5%,0.4,299.0
Cardinal,2.9,,9.8,,(6.9),31.5,22.3 10.7,43%,56.6%,0.1,123.0
Silver Meteor,11.0,,22.3,,(11.2),79.2,76.0 41.8,51%,44.2%,0.3,214.0
Empire Builder,14.9,,42.9,,(28.0),110.4,172.4 68.7,38%,43.6%,0.7,523.0
Capitol Limited,5.8,,14.7,,(8.8),56.5,43.3 24.4,56%,34.6%,0.2,276.0
California Zephyr,18.7,,45.8,,(27.1),118.8,154.6 74.4,47%,45.2%,0.7,322.0
Southwest Chief,14.4,,38.5,,(24.0),78.3,136.7 67.7,49%,46.0%,0.6,276.0
City of New Orleans,5.3,,15.8,,(10.5),60.1,60.4 22.9,35%,76.0%,0.3,274.0
Texas Eagle,8.2,,20.2,,(12.1),89.4,68.1 43.1,58%,67.0%,0.4,280.0
Sunset Limited,4.0,,19.8,,(15.8),26.0,64.8 19.0,29%,39.8%,0.3,127.0
Coast Starlight,14.7,,35.0,,(20.3),119.6,109.1 52.6,46%,56.1%,0.4,278.0
Lake Shore Limited,10.5,,26.4,,(15.8),115.0,91.9 45.8,46%,60.8%,0.3,539.0
Palmetto,8.4,,16.0,,(7.6),99.5,63.2 22.9,35%,74.7%,0.2,295.0
Crescent,10.7,,26.7,,(16.0),84.7,87.0 33.6,38%,58.3%,0.4,288.0
Auto Train,46.1,,36.8,,9.3,110.2,151.9 74.4,50%,32.6%,0.2,294.0
Long Distance Adjustments,0.0,,1.6,,(1.6),N/A,N/A N/A,N/A,N/A,N/A,N/A
Long Distance,$190.4,$,409.8,$,(219.4),"1,310.4","1,419.4 661.9",45%,51.6%,5.5,"4,408.0"
Ancillary,141.1,,135.3,,5.8,,,,,0.0,3.0
Infrastructure,104.8,,155.2,,(50.4),,,,,3.3,"260,989.0"
Amtrak,"$1,023.3",$,"1,394.1",$,(370.7),"7,913.1","4,212.3 1,688.0",38%,75.8%,13.7,"37,582.6"
