Cardinal,6.7,,24.6,,(17.9),69.1,68.1 27.6,40%,54.1%,0.4,313.0
Silver Meteor,25.2,,59.4,,(34.2),187.0,229.5 99.5,43%,55.0%,0.7,514.0
Empire Builder,38.4,,85.6,,(47.2),220.7,362.0 168.0,47%,59.3%,1.2,942.0
Capitol Limited,11.2,,28.0,,(16.7),96.9,71.5 42.3,59%,28.7%,0.4,458.0
California Zephyr,35.5,,85.4,,(49.9),184.7,285.7 146.5,51%,37.6%,1.1,466.0
Southwest Chief,29.5,,77.0,,(47.5),135.9,271.9 128.9,47%,36.3%,1.0,462.0
City of New Orleans,9.5,,28.1,,(18.6),100.8,100.6 41.0,39%,85.0%,0.4,452.0
Texas Eagle,15.5,,37.6,,(22.1),151.4,123.3 79.9,65%,52.0%,0.6,474.0
Sunset Limited,8.2,,47.8,,(39.6),57.6,151.8 42.3,28%,27.1%,0.6,301.0
Coast Starlight,21.2,,65.8,,(44.7),189.6,190.0 79.9,42%,56.8%,0.6,512.0
Lake Shore Limited,19.3,,46.8,,(27.5),195.9,168.3 84.8,50%,55.1%,0.5,886.0
Palmetto,12.7,,25.9,,(13.2),147.7,98.3 39.8,40%,60.7%,0.4,463.0
Crescent,15.8,,46.2,,(30.4),114.3,122.6 54.8,45%,54.6%,0.6,452.0
Auto Train,87.9,,85.6,,2.3,199.4,308.7 170.5,56%,56.0%,0.6,718.0
Long Distance Adjustments,0.1,,28.1,,(28.0),N/A,N/A N/A,N/A,N/A,N/A,N/A
Long Distance,$358.1,$,827.8,$,(469.7),"2,238.1","2,750.0 1,294.9",47%,51.7%,9.8,"7,861.0"
Ancillary,357.1,,350.4,,6.7,,,,,0.0,343.0
Infrastructure,259.0,,392.0,,(132.9),,,,,7.7,"624,064.9"
Amtrak,"$1,933.1",$,"2,963.1",$,"(1,030.0)","12,166.8","8,020.1 2,858.6",36%,77.5%,25.0,"70,799.5"
